   5.00 -5.461e-07  1.114e-04  1.780e-04  7.454e-05 -5.461e-07 -2.239e-05  2.512e-05 -3.004e-06
  15.00 -2.184e-06  1.128e-04  1.780e-04  1.562e-04 -1.092e-06 -1.174e-05  8.738e-06  3.495e-05
  25.00  0.000e+00  6.908e-05  1.862e-04  1.076e-04 -1.638e-06 -6.826e-06 -3.440e-05 -1.638e-06
  35.00  5.734e-06  1.032e-04  1.868e-04  1.207e-04  4.096e-06  2.730e-06  2.184e-06 -9.284e-06
  45.00  5.188e-06  8.956e-05  1.518e-04  1.458e-04 -3.550e-06  7.645e-06 -4.369e-05 -2.785e-05
  55.00  9.557e-06  7.864e-05  1.764e-04  8.901e-05 -2.457e-06 -2.075e-05  1.365e-05 -2.239e-05
  65.00  2.184e-06  9.093e-05  1.540e-04  9.011e-05 -5.461e-07  4.096e-06  1.092e-06  1.638e-06
  75.00  2.048e-05  7.045e-05  1.578e-04  9.065e-05 -8.465e-06  6.007e-06 -8.191e-06 -4.369e-05
  85.00  1.693e-05  7.427e-05  1.442e-04  1.109e-04  5.461e-06 -7.645e-06 -1.092e-05 -4.915e-06
  95.00  4.150e-05  7.427e-05  1.218e-04  9.502e-05 -6.007e-06 -2.621e-05 -5.079e-05  2.730e-05
 105.00  2.157e-05  4.942e-05  1.354e-04  1.294e-04 -1.911e-06  2.321e-05 -1.529e-05  3.877e-05
 115.00  4.096e-05  6.963e-05  1.152e-04  1.081e-04  1.802e-05  2.457e-06  1.474e-05  1.092e-06
 125.00  2.949e-05  6.335e-05  9.284e-05  1.147e-04 -2.021e-05 -2.294e-05 -1.857e-05 -3.277e-06
 135.00  2.567e-05  7.973e-05  1.218e-04  6.389e-05  6.553e-06  2.730e-06 -1.638e-06  1.147e-05
 145.00  3.004e-05  5.352e-05  1.070e-04  8.847e-05  9.830e-06 -8.738e-06  1.748e-05 -1.529e-05
 155.00  3.905e-05  7.591e-05  1.109e-04  1.027e-04  1.120e-05  1.201e-05  7.099e-06  3.495e-05
 165.00  5.734e-05  6.226e-05  6.990e-05  9.802e-05  1.256e-05  8.191e-06 -2.403e-05 -8.191e-07
 175.00  5.707e-05  5.871e-05  9.557e-05  6.417e-05 -8.191e-07  1.120e-05  3.823e-06 -4.396e-05
 185.00  4.341e-05  7.127e-05  9.284e-05  8.465e-05  8.465e-06 -2.321e-05 -2.403e-05 -4.915e-06
 195.00  5.843e-05  6.089e-05  4.314e-05  7.563e-05 -2.075e-05  7.918e-06  3.440e-05  2.539e-05
 205.00  4.150e-05  4.533e-05  5.516e-05  7.427e-05  1.365e-05  6.007e-06  2.676e-05  1.201e-05
 215.00  5.679e-05  5.133e-05  7.973e-05  4.915e-05  3.823e-06 -2.184e-06 -3.277e-06 -3.495e-05
 225.00  5.297e-05  5.871e-05  4.478e-05  6.662e-05  4.915e-06  2.730e-07 -1.311e-05 -1.092e-06
 235.00  5.543e-05  4.806e-05  7.263e-05  9.202e-05  1.993e-05 -1.474e-05  7.099e-06 -8.465e-06
 245.00  6.089e-05  4.696e-05  5.079e-05  8.410e-05  4.642e-06  4.369e-06 -8.191e-06 -1.311e-05
 255.00  5.789e-05  5.570e-05  5.024e-05  4.260e-05 -2.621e-05 -1.638e-06  5.461e-06 -3.277e-05
 265.00  6.690e-05  3.277e-05  2.567e-05  7.209e-05 -4.642e-06 -1.201e-05  1.693e-05 -1.966e-05
 275.00  5.106e-05  3.468e-05  4.970e-05  4.970e-05 -1.666e-05 -1.365e-06 -1.147e-05 -3.823e-06
 285.00  5.925e-05  3.550e-05  3.167e-05  5.270e-05 -2.457e-06 -8.191e-06  2.184e-06 -2.730e-07
 295.00  5.133e-05  3.959e-05  4.533e-05  4.423e-05  9.284e-06 -1.666e-05 -3.823e-06 -5.461e-07
 305.00  3.741e-05  3.604e-05  2.294e-05  5.952e-05 -1.365e-06  6.007e-06 -2.075e-05 -5.461e-07
 315.00  5.898e-05  2.485e-05  2.348e-05  4.587e-05  1.038e-05 -1.911e-06 -6.007e-06 -7.645e-06
 325.00  3.550e-05  3.987e-05  3.823e-05  2.894e-05  3.277e-06 -1.092e-06 -8.738e-06  1.038e-05
 335.00  4.178e-05  2.567e-05  2.894e-05  3.604e-05 -1.283e-05  6.007e-06 -2.730e-06 -2.512e-05
 345.00  6.580e-05  3.058e-05  3.877e-05  5.570e-05  1.365e-06  8.738e-06  3.823e-06 -2.730e-05
 355.00  5.898e-05  4.068e-05  3.222e-05  3.795e-05 -5.461e-06  1.911e-06 -4.915e-06 -1.365e-06
 365.00  5.215e-05  3.304e-05  2.785e-05  2.812e-05  5.734e-06  2.457e-06 -1.584e-05  7.918e-06
 375.00  4.888e-05  3.413e-05  1.529e-05  5.133e-05  5.734e-06 -2.730e-07  0.000e+00  2.184e-06
 385.00  3.331e-05  2.676e-05  2.130e-05  1.939e-05 -8.191e-06 -4.915e-06 -1.474e-05  5.734e-06
 395.00  4.724e-05  2.075e-05  5.461e-07  3.823e-05 -1.720e-05 -4.915e-06 -1.474e-05 -9.830e-06
 405.00  5.679e-05  2.212e-05  2.184e-05  2.512e-05  8.191e-06 -1.229e-05 -3.277e-06 -6.553e-06
 415.00  5.734e-05  3.113e-05  7.645e-06  2.294e-05 -1.420e-05  3.823e-06 -5.461e-06 -2.184e-06
 425.00  4.642e-05  1.802e-05  1.584e-05  2.730e-05 -1.038e-05 -8.191e-06 -3.823e-06 -1.638e-05
