denom_pi: 1.0476e+07
denom_K: 1.69284e+06
denom_p: 887919
denom_allcharges: 1.30567e+07
denom_allcharges_phi0: 1.14279e+06
denom_allcharges_phi45: 2.17139e+06
denom_allcharges_phi90 1.03908e+06
