denom_pi: 7300 7269
denom_K: 1163 1187
denom_p: 607 641
denom_allcharges: 9070 9097
denom_allcharges_phi0: 779 785
denom_allcharges_phi45: 1486 1491
denom_allcharges_phi90: 704 774
dNdy_pi: 728.45
dNdy_K: 117.5
dNdy_p: 62.4
