denom_pi: 5.44579e+06
denom_K: 1.1817e+06
denom_p: 400057
denom_allcharges: 8.12983e+06
denom_allcharges_phi0: 737046
denom_allcharges_phi45: 1.34663e+06
denom_allcharges_phi90 624662
