 0.05  1.889e-02
 0.15  1.832e-02
 0.25  1.714e-02
 0.35  1.567e-02
 0.45  1.371e-02
 0.55  1.151e-02
 0.65  9.379e-03
 0.75  7.600e-03
 0.85  6.082e-03
 0.95  4.501e-03
 1.05  3.433e-03
 1.15  2.419e-03
 1.25  1.558e-03
 1.35  9.955e-04
 1.45  3.349e-04
 1.55 -1.202e-04
 1.65 -3.864e-04
 1.75 -5.559e-04
 1.85 -6.923e-04
 1.95 -8.099e-04
 2.05 -7.941e-04
 2.15 -7.409e-04
 2.25 -5.580e-04
 2.35 -4.773e-04
 2.45 -3.135e-04
 2.55 -2.417e-04
 2.65 -1.903e-04
 2.75 -1.312e-04
 2.85 -1.116e-04
 2.95 -9.052e-05
