denom_pi: 9.59745e+08
denom_K: 2.06793e+08
denom_p: 6.9956e+07
denom_allcharges: 1.43189e+09
denom_allcharges_phi0: 1.26243e+08
denom_allcharges_phi45: 2.37933e+08
denom_allcharges_phi90 1.13088e+08
