      0	     10	0.926606	0.0249785
      0	     11	0.988372	0.0115601
      0	     12	0.947368	0.0229098
      0	     13	0.955357	0.0195142
      0	     14	0.982143	0.0125137
      0	     15	0.989474	0.0104708
      0	     16	   0.96	0.0195959
      0	     17	0.931373	0.0250329
      0	     18	0.96875	0.017758
      0	     19	0.981818	0.0127391
      1	     10	0.971429	0.0162584
      1	     11	0.980392	0.0137282
      1	     12	0.988889	0.0110492
      1	     13	 0.9625	0.0212408
      1	     14	0.941748	0.0230784
      1	     15	0.975207	0.0141359
      1	     16	0.981982	0.0126254
      1	     17	0.969388	0.0174014
      1	     18	0.965517	0.0169415
      1	     19	0.989362	0.0105816
      2	     10	0.980392	0.0137282
      2	     11	0.989474	0.0104708
      2	     12	0.957447	0.020819
      2	     13	0.97479	0.0143704
      2	     14	0.959184	0.0199873
      2	     15	0.989796	0.0101519
      2	     16	0.969388	0.0174014
      2	     17	0.991379	0.00858345
      2	     18	0.989362	0.0105816
      2	     19	0.980583	0.0135963
      3	     10	0.968085	0.0181297
      3	     11	0.988636	0.0112989
      3	     12	0.975207	0.0141359
      3	     13	0.960396	0.0194059
      3	     14	0.932039	0.0247987
      3	     15	0.981651	0.0128549
      3	     16	      1	      0
      3	     17	   0.98	  0.014
      3	     18	0.964706	0.0200142
      3	     19	0.947368	0.0209137
      4	     10	0.959596	0.0197897
      4	     11	0.958333	0.0182416
      4	     12	0.990291	0.00966149
      4	     13	0.981481	0.0129728
      4	     14	0.972973	0.0153918
      4	     15	      1	      0
      4	     16	0.960396	0.0194059
      4	     17	0.981982	0.0126254
      4	     18	0.966292	0.0191304
      4	     19	0.951807	0.0235086
      5	     10	0.983051	0.0118829
      5	     11	0.977941	0.0125944
      5	     12	      1	      0
      5	     13	0.973913	0.0148636
      5	     14	0.981308	0.0130928
      5	     15	0.970874	0.0165693
      5	     16	0.959184	0.0199873
      5	     17	0.970588	0.0167293
      5	     18	0.972222	0.0158132
      5	     19	0.990654	0.00930202
