      0	      1	   0.06	0.0237487
      0	      2	0.364807	0.031536
      0	      3	0.445378	0.0263044
      0	      4	0.511111	0.0263458
      0	      5	0.539278	0.0229676
      0	      6	0.551198	0.0232153
      0	      7	0.509632	0.0209205
      0	      8	0.561538	0.0217597
      0	      9	0.548673	0.0209353
      0	     10	0.534926	0.021385
      0	     11	0.600346	0.0203741
      0	     12	0.586572	0.0206991
      0	     13	0.629457	0.0190161
      0	     14	0.625219	0.0202575
      0	     15	0.616667	0.019849
      0	     16	0.602671	0.0199941
      0	     17	0.642628	0.0191844
      0	     18	0.596434	0.0197513
      0	     19	0.641026	0.0192034
      1	      1	0.0958904	0.0344617
      1	      2	0.399038	0.0339546
      1	      3	0.638225	0.0280719
      1	      4	0.634021	0.0244548
      1	      5	0.663438	0.0232519
      1	      6	0.706638	0.0210689
      1	      7	0.688525	0.0209634
      1	      8	0.746392	0.0197558
      1	      9	0.695736	0.0202545
      1	     10	0.718121	0.0184292
      1	     11	0.724876	0.018126
      1	     12	0.719101	0.0180064
      1	     13	0.752902	0.0175649
      1	     14	0.719864	0.0185034
      1	     15	0.749574	0.0178825
      1	     16	0.757342	0.0168536
      1	     17	0.760943	0.0174998
      1	     18	0.774086	0.0170438
      1	     19	0.799387	0.0156712
      2	      1	0.195122	0.0437634
      2	      2	0.454106	0.0346057
      2	      3	0.585139	0.0274144
      2	      4	  0.625	0.0249667
      2	      5	0.656542	0.0229534
      2	      6	0.65942	0.0232911
      2	      7	0.703422	0.0199152
      2	      8	0.692015	0.0201293
      2	      9	0.714527	0.0185623
      2	     10	0.726786	0.0188305
      2	     11	0.730983	0.0191007
      2	     12	0.702749	0.0189452
      2	     13	0.760469	0.0174676
      2	     14	0.735294	0.0183505
      2	     15	0.724832	0.0182934
      2	     16	0.769231	0.0176165
      2	     17	0.782114	0.0166461
      2	     18	0.748752	0.0176922
      2	     19	0.745283	0.0172767
      3	      1	0.134146	0.0376361
      3	      2	0.422857	0.0373439
      3	      3	0.586331	0.0295376
      3	      4	0.676471	0.0241905
      3	      5	0.654321	0.0236322
      3	      6	0.644351	0.0218957
      3	      7	0.684906	0.0201789
      3	      8	0.666667	0.0217212
      3	      9	0.696043	0.0195068
      3	     10	0.688213	0.0201975
      3	     11	0.707885	0.0192505
      3	     12	0.743169	0.0186458
      3	     13	0.718333	0.0183635
      3	     14	0.709402	0.0187722
      3	     15	   0.75	0.0182981
      3	     16	0.760736	0.0167083
      3	     17	0.70892	0.0179703
