      0	      1	0.0576923	0.0323336
      0	      2	0.284884	0.0344158
      0	      3	0.495575	0.0332582
      0	      4	0.671141	0.0272147
      0	      5	0.705202	0.0245121
      0	      6	0.731563	0.0240684
      0	      7	   0.75	0.0216506
      0	      8	0.726601	0.0221199
      0	      9	0.705314	0.0224063
      0	     10	0.727273	0.0223803
      0	     11	0.734091	0.0210628
      0	     12	0.715278	0.0217123
      0	     13	0.744589	0.0202888
      0	     14	0.715203	0.0208845
      0	     15	0.710345	0.0217486
      0	     16	0.720721	0.0212918
      0	     17	0.704403	0.020893
      0	     18	0.74946	0.0201383
      0	     19	0.715481	0.0206367
      1	      1	0.025641	0.0253102
      1	      2	0.269006	0.0339109
      1	      3	0.639004	0.0309382
      1	      4	0.809859	0.0232854
      1	      5	0.81571	0.021311
      1	      6	0.852368	0.0187222
      1	      7	0.832487	0.0188133
      1	      8	0.818182	0.0196568
      1	      9	0.846547	0.0182274
      1	     10	0.837529	0.0176461
      1	     11	0.847826	0.0176532
      1	     12	0.883295	0.0153588
      1	     13	0.842105	0.0174432
      1	     14	0.830396	0.017613
      1	     15	 0.8234	0.0179165
      1	     16	0.852814	0.0164831
      1	     17	0.842333	0.0169364
      1	     18	0.82287	0.0180777
      1	     19	0.831068	0.0165109
      2	      1	0.0588235	0.0570672
      2	      2	0.284848	0.0351369
      2	      3	0.63786	0.0308317
      2	      4	0.783784	0.0255795
      2	      5	0.886598	0.0185878
      2	      6	0.834437	0.0213882
      2	      7	0.846386	0.0197893
      2	      8	0.807692	0.0206572
      2	      9	0.851752	0.0184486
      2	     10	0.833333	0.0194802
      2	     11	0.857143	0.0179983
      2	     12	0.83908	0.0176182
      2	     13	0.849776	0.0169182
      2	     14	0.831266	0.018656
      2	     15	0.858108	0.0165599
      2	     16	0.834802	0.0174288
      2	     17	0.83151	0.0175091
      2	     18	0.860619	0.0162906
      2	     19	0.875256	0.0149425
      3	      2	0.275862	0.037117
      3	      3	0.61658	0.0349988
      3	      4	0.777311	0.0269686
      3	      5	0.806452	0.0236528
      3	      6	0.817276	0.022274
      3	      7	0.836512	0.0193039
      3	      8	0.867769	0.0177794
      3	      9	0.814815	0.0186892
      3	     10	0.859189	0.0169925
      3	     11	0.851351	0.0168828
      3	     12	0.849673	0.0166816
      3	     13	0.851351	0.0168828
      3	     14	0.827434	0.0177736
      3	     15	0.841076	0.018078
      3	     16	0.804622	0.0181732
      3	     17	0.825364	0.0173108
      3	     18	0.871739	0.0155906
      3	     19	0.863014	0.016429
      4	      1	0.153846	0.100068
      4	      2	0.179104	0.0331242
      4	      3	0.595855	0.0353232
      4	      4	0.774319	0.026076
      4	      5	0.830986	0.0222382
      4	      6	0.836538	0.020935
      4	      7	0.818966	0.0206407
      4	      8	0.811634	0.0205792
      4	      9	0.853786	0.0180538
      4	     10	0.821883	0.0193002
      4	     11	0.844784	0.0182661
      4	     12	0.815668	0.0186128
      4	     13	   0.85	0.0166485
      4	     14	0.852113	0.0171992
      4	     15	0.80744	0.0184451
      4	     16	0.84186	0.0175957
      4	     17	0.844498	0.0177247
      4	     18	0.835073	0.0169567
      4	     19	0.815574	0.0175563
      5	      2	0.166667	0.0340207
      5	      3	0.520231	0.0379832
      5	      4	0.775424	0.0271641
      5	      5	0.811321	0.0240345
      5	      6	0.837209	0.0199046
      5	      7	0.81457	0.0223641
      5	      8	0.834646	0.0190325
      5	      9	0.806452	0.0204839
      5	     10	0.832474	0.0189588
      5	     11	0.832117	0.0184363
      5	     12	0.798408	0.0206623
      5	     13	0.814904	0.0190417
      5	     14	0.820574	0.0187678
      5	     15	0.787671	0.0195407
      5	     16	0.832558	0.0180055
      5	     17	0.818584	0.0181259
      5	     18	0.797357	0.0188653
      5	     19	0.80625	0.0180399
      6	      2	0.232558	0.0371958
      6	      3	0.568421	0.0359326
      6	      4	0.71066	0.0323074
      6	      5	0.807273	0.0237857
      6	      6	0.825926	0.0230757
      6	      7	0.824926	0.0207016
      6	      8	0.849711	0.0192115
      6	      9	0.832891	0.0192142
      6	     10	0.831202	0.018943
      6	     11	0.808717	0.0193536
      6	     12	0.834171	0.018643
      6	     13	0.826603	0.0184513
      6	     14	0.804772	0.0184611
      6	     15	0.806527	0.0190718
      6	     16	0.809417	0.0185978
      6	     17	0.794702	0.0189778
      6	     18	0.792035	0.0190896
      6	     19	0.831197	0.0173149
      7	      2	0.16129	0.0330293
      7	      3	0.508671	0.0380086
      7	      4	0.671756	0.0290104
      7	      5	0.771552	0.0275634
      7	      6	0.803987	0.0228815
      7	      7	0.80057	0.0213276
      7	      8	0.820728	0.0203012
      7	      9	0.783333	0.0217129
      7	     10	0.808108	0.0204721
      7	     11	0.769424	0.0210865
      7	     12	0.851175	0.0181865
      7	     13	0.795918	0.020356
      7	     14	0.818182	0.0186215
      7	     15	0.800459	0.01914
      7	     16	0.79085	0.0189832
      7	     17	0.810127	0.0180144
      7	     18	0.80131	0.0186447
      7	     19	0.797826	0.0187257
      8	      2	0.173913	0.0353452
      8	      3	0.42623	0.0365566
      8	      4	0.639175	0.0344792
      8	      5	0.748062	0.0270275
      8	      6	0.77972	0.0245061
      8	      7	0.838006	0.0205646
      8	      8	0.821429	0.020894
      8	      9	0.825581	0.0204596
      8	     10	0.795866	0.0204891
      8	     11	0.763298	0.0219207
      8	     12	0.821078	0.0189755
      8	     13	0.832947	0.0179679
      8	     14	0.792176	0.0200631
      8	     15	0.832627	0.0171829
      8	     16	 0.7975	0.0200931
      8	     17	0.798687	0.0187571
      8	     18	0.790948	0.0188774
      8	     19	0.799528	0.0194429
      9	      2	0.154545	0.0344649
      9	      3	0.463415	0.0389388
      9	      4	0.654867	0.0316239
      9	      5	0.778226	0.0263805
      9	      6	0.800664	0.0230268
      9	      7	   0.84	0.0203356
      9	      8	0.826979	0.0204842
      9	      9	0.798913	0.0208938
      9	     10	0.807792	0.0200819
      9	     11	0.83812	0.0188213
      9	     12	0.84131	0.0183382
      9	     13	0.801339	0.0188506
      9	     14	    0.8	0.0191785
      9	     15	0.813239	0.0189488
      9	     16	0.774818	0.0205538
      9	     17	0.810044	0.0183294
      9	     18	0.799117	0.0188247
      9	     19	0.827273	0.018021
     10	      2	0.115385	0.0313281
     10	      3	0.494444	0.0372655
     10	      4	0.680751	0.0319425
     10	      5	0.798419	0.025222
     10	      6	0.780576	0.0248215
     10	      7	0.782477	0.0226764
     10	      8	0.807588	0.020521
     10	      9	0.82716	0.021006
     10	     10	0.816667	0.0203935
     10	     11	0.839335	0.0193274
     10	     12	0.78043	0.0202231
     10	     13	0.819121	0.0195665
     10	     14	0.810875	0.0190406
     10	     15	0.807606	0.0186441
     10	     16	0.762911	0.0206057
     10	     17	0.812065	0.0188174
     10	     18	0.788462	0.0200234
     10	     19	0.789357	0.0192009
     11	      2	0.165414	0.0322178
     11	      3	0.448864	0.0374913
     11	      4	0.665236	0.0309157
     11	      5	0.77907	0.0258289
     11	      6	0.732558	0.0275566
     11	      7	0.766234	0.0241155
     11	      8	0.788779	0.023449
     11	      9	0.805479	0.0207187
     11	     10	0.804124	0.0201482
     11	     11	0.831909	0.0199598
     11	     12	0.815857	0.0196018
     11	     13	0.807059	0.0191413
     11	     14	0.807512	0.0191017
     11	     15	0.799127	0.0187213
     11	     16	0.788419	0.019275
     11	     17	0.817982	0.0180695
     11	     18	0.799539	0.0192172
     11	     19	0.837895	0.0169101
     12	      2	0.20202	0.040353
     12	      3	    0.5	0.0374766
     12	      4	0.665254	0.0307182
     12	      5	0.796748	0.0256573
     12	      6	0.833333	0.021735
     12	      7	0.793939	0.0222656
     12	      8	0.807388	0.0202564
     12	      9	0.796834	0.0206676
     12	     10	0.818428	0.0200679
     12	     11	  0.805	0.01981
     12	     12	0.831731	0.018342
     12	     13	0.827751	0.0184689
     12	     14	0.799505	0.0199192
     12	     15	0.779443	0.0191864
     12	     16	0.805621	0.0191503
     12	     17	0.80837	0.0184718
     12	     18	0.770355	0.0192179
     12	     19	0.829322	0.0175992
     13	      2	0.159664	0.0335781
     13	      3	0.521505	0.0366279
     13	      4	0.70614	0.0301681
     13	      5	0.791339	0.0254968
     13	      6	0.797794	0.0243533
     13	      7	0.829721	0.0209144
     13	      8	0.810496	0.0211611
     13	      9	0.814536	0.019458
     13	     10	0.864943	0.0183216
     13	     11	0.805825	0.019488
     13	     12	0.812095	0.0181544
     13	     13	0.79845	0.020392
     13	     14	0.817536	0.0188012
     13	     15	0.826406	0.0187285
     13	     16	0.851675	0.0173843
     13	     17	0.835267	0.0178675
