 0.05  1.636e-02
 0.15  1.571e-02
 0.25  1.496e-02
 0.35  1.353e-02
 0.45  1.202e-02
 0.55  1.058e-02
 0.65  9.101e-03
 0.75  7.706e-03
 0.85  6.478e-03
 0.95  5.429e-03
 1.05  4.514e-03
 1.15  3.757e-03
 1.25  3.116e-03
 1.35  2.530e-03
 1.45  1.835e-03
 1.55  1.024e-03
 1.65  5.144e-04
 1.75  2.565e-04
 1.85  1.089e-04
 1.95  4.746e-05
 2.05  1.255e-05
 2.15  1.096e-07
 2.25  0.000e+00
 2.35  0.000e+00
 2.45  0.000e+00
 2.55  0.000e+00
 2.65  0.000e+00
 2.75  0.000e+00
 2.85  0.000e+00
 2.95  0.000e+00
