denom_pi: 7142 7158
denom_K: 1099 1238
denom_p: 623 581
denom_allcharges: 8864 8977
denom_allcharges_phi0: 768 798
denom_allcharges_phi45: 1459 1522
denom_allcharges_phi90: 695 709
dNdy_pi: 715
dNdy_K: 116.85
dNdy_p: 60.2
