 0.05  1.885e-02
 0.15 -1.738e-03
 0.25 -2.018e-03
 0.35  1.371e-02
 0.45  1.260e-03
 0.55  1.069e-02
 0.65  6.431e-04
 0.75  8.835e-04
 0.85  4.506e-04
 0.95 -8.943e-03
 1.05  3.677e-04
 1.15 -8.402e-04
 1.25 -1.321e-03
 1.35  3.920e-03
 1.45  1.153e-03
 1.55 -3.636e-03
 1.65  1.502e-03
 1.75 -9.249e-04
 1.85  2.550e-03
 1.95 -1.489e-04
 2.05  6.336e-04
 2.15 -6.875e-05
 2.25  0.000e+00
 2.35  0.000e+00
 2.45  0.000e+00
 2.55  0.000e+00
 2.65  0.000e+00
 2.75  0.000e+00
 2.85  0.000e+00
 2.95  0.000e+00
