#centrality	   gammap_fromcharge  gammap_fromcascade star_os star_ss
2.5		6.34045e-06 	1.08532e-05		6.37403e-05		4.58826e-05
15		2.30109e-05		3.86665e-05		-1.34514e-05	-6.102e-05
25		4.54513e-05		7.37699e-05		-3.25315e-05	-0.000132066
35		8.33422e-05		0.000129055		-5.61231e-05	-0.000229361
45		0.000141111		0.000182596		-7.86309e-05	-0.000362384
55		0.000249634		0.000355624		-3.66637e-06	-0.000444749
