denom_pi: 7307 7277
denom_K: 1209 1242
denom_p: 587 659
denom_allcharges: 9103 9178
denom_allcharges_phi0: 826 833
denom_allcharges_phi45: 1483 1574
denom_allcharges_phi90: 757 750
dNdy_pi: 729.2
dNdy_K: 122.55
dNdy_p: 62.3
