 0.05  1.900e-01
 0.15  1.821e-01
 0.25  1.758e-01
 0.35  1.598e-01
 0.45  1.436e-01
 0.55  1.264e-01
 0.65  1.113e-01
 0.75  9.634e-02
 0.85  8.223e-02
 0.95  6.808e-02
 1.05  5.936e-02
 1.15  5.011e-02
 1.25  4.134e-02
 1.35  3.444e-02
 1.45  2.566e-02
 1.55  1.798e-02
 1.65  7.569e-03
 1.75  1.623e-03
 1.85  5.566e-04
 1.95  3.654e-04
 2.05  1.142e-04
 2.15  4.639e-05
 2.25  1.651e-04
 2.35  1.359e-05
 2.45 -3.565e-05
 2.55  6.380e-05
 2.65  1.451e-05
 2.75 -2.172e-07
 2.85 -1.505e-05
 2.95  2.454e-06
