 0.05  2.943e-02
 0.15  2.874e-02
 0.25  2.692e-02
 0.35  2.532e-02
 0.45  2.309e-02
 0.55  2.067e-02
 0.65  1.845e-02
 0.75  1.619e-02
 0.85  1.413e-02
 0.95  1.229e-02
 1.05  1.060e-02
 1.15  9.207e-03
 1.25  7.893e-03
 1.35  6.522e-03
 1.45  4.614e-03
 1.55  2.376e-03
 1.65  1.323e-03
 1.75  8.236e-04
 1.85  4.713e-04
 1.95  2.952e-04
 2.05  1.599e-04
 2.15  7.228e-05
 2.25  2.364e-05
 2.35  2.358e-06
 2.45  0.000e+00
 2.55  0.000e+00
 2.65  0.000e+00
 2.75  0.000e+00
 2.85  0.000e+00
 2.95  0.000e+00
