#Nybins= 30 Nphibins= 28
 -1.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00  -1.0000e+00   0.0000e+00   0.0000e+00   1.0000e+00  -3.0000e+00   3.0000e+00  -2.0000e+00   6.0000e+00   7.0000e+00   0.0000e+00   3.0000e+00   1.0000e+00   4.0000e+00  -2.0000e+00   3.0000e+00   0.0000e+00  -5.0000e+00  -2.0000e+00   0.0000e+00   2.0000e+00  -2.0000e+00  -2.0000e+00   0.0000e+00  -1.0000e+00 
  1.0000e+00  -1.0000e+00   2.0000e+00   0.0000e+00   0.0000e+00   2.0000e+00  -2.0000e+00   0.0000e+00   9.0000e+00  -2.0000e+00  -1.0000e+00  -1.0000e+00  -7.0000e+00   3.0000e+00   5.0000e+00  -6.0000e+00  -1.0000e+00  -5.0000e+00  -7.0000e+00   3.0000e+00   0.0000e+00   0.0000e+00  -4.0000e+00   0.0000e+00   0.0000e+00  -4.0000e+00  -1.0000e+00   1.0000e+00 
  0.0000e+00   0.0000e+00  -1.0000e+00   0.0000e+00  -2.0000e+00   1.0000e+00   0.0000e+00   2.0000e+00   1.0000e+00  -3.0000e+00   0.0000e+00   6.0000e+00  -7.0000e+00  -8.0000e+00  -8.0000e+00  -9.0000e+00   1.0000e+01   2.0000e+00  -5.0000e+00   3.0000e+00   0.0000e+00   0.0000e+00   1.0000e+00   0.0000e+00  -2.0000e+00  -1.0000e+00   0.0000e+00   0.0000e+00 
  0.0000e+00   0.0000e+00   2.0000e+00  -2.0000e+00   0.0000e+00  -2.0000e+00   4.0000e+00   3.0000e+00  -2.0000e+00  -2.0000e+00  -8.0000e+00  -3.0000e+00  -4.0000e+00  -3.0000e+00  -3.0000e+00  -4.0000e+00   0.0000e+00  -3.0000e+00   0.0000e+00   0.0000e+00  -1.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00 
  0.0000e+00   1.0000e+00  -1.0000e+00   0.0000e+00   2.0000e+00   0.0000e+00   0.0000e+00   2.0000e+00  -1.0000e+00   3.0000e+00  -7.0000e+00   1.0000e+00   1.0000e+00   6.0000e+00   6.0000e+00  -7.0000e+00   1.0000e+00   3.0000e+00  -1.0000e+00  -1.0000e+00   4.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00  -1.0000e+00   1.0000e+00   0.0000e+00 
  0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   2.0000e+00  -2.0000e+00  -5.0000e+00  -2.0000e+00   4.0000e+00  -1.0000e+00   8.0000e+00   5.0000e+00  -6.0000e+00   1.0000e+00   4.0000e+00   3.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00  -2.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00 
  0.0000e+00   1.0000e+00   0.0000e+00   0.0000e+00  -1.0000e+00   0.0000e+00   2.0000e+00   3.0000e+00   2.0000e+00  -5.0000e+00   2.0000e+00   0.0000e+00   6.0000e+00   1.0000e+01   8.0000e+00   8.0000e+00  -1.0000e+00   2.0000e+00  -3.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00  -1.0000e+00   0.0000e+00   0.0000e+00   1.0000e+00   0.0000e+00 
  0.0000e+00   0.0000e+00   0.0000e+00   1.0000e+00  -2.0000e+00   1.0000e+00   0.0000e+00   2.0000e+00   0.0000e+00   2.0000e+00   0.0000e+00   2.0000e+00  -4.0000e+00  -2.0000e+00  -2.0000e+00   0.0000e+00   2.0000e+00  -1.0000e+00   4.0000e+00  -2.0000e+00  -1.0000e+00   0.0000e+00  -1.0000e+00  -2.0000e+00   1.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00 
  0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   2.0000e+00   0.0000e+00   0.0000e+00  -2.0000e+00   2.0000e+00  -3.0000e+00   2.0000e+00  -1.0000e+00   1.0000e+00   0.0000e+00   2.0000e+00   3.0000e+00  -1.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00 
 -1.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00  -2.0000e+00   0.0000e+00   2.0000e+00   0.0000e+00   0.0000e+00  -3.0000e+00  -2.0000e+00   0.0000e+00   0.0000e+00   2.0000e+00  -3.0000e+00  -2.0000e+00   0.0000e+00   2.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00  -1.0000e+00 
  0.0000e+00   0.0000e+00   0.0000e+00  -1.0000e+00   0.0000e+00   0.0000e+00  -2.0000e+00   0.0000e+00   2.0000e+00   0.0000e+00  -3.0000e+00  -3.0000e+00  -1.0000e+00   2.0000e+00   2.0000e+00  -3.0000e+00  -3.0000e+00  -1.0000e+00   0.0000e+00  -2.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00  -1.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00 
  0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   2.0000e+00   0.0000e+00   2.0000e+00   1.0000e+00   0.0000e+00  -1.0000e+00  -1.0000e+00   2.0000e+00   1.0000e+00  -2.0000e+00  -2.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00 
  0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00 
  0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00 
  0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00 
