 0.05  5.520e-02
 0.15  5.259e-02
 0.25  4.883e-02
 0.35  4.286e-02
 0.45  3.658e-02
 0.55  3.018e-02
 0.65  2.398e-02
 0.75  1.868e-02
 0.85  1.386e-02
 0.95  1.024e-02
 1.05  7.436e-03
 1.15  5.025e-03
 1.25  3.363e-03
 1.35  1.988e-03
 1.45  1.142e-03
 1.55  8.515e-04
 1.65  6.469e-04
 1.75  3.583e-04
 1.85  1.901e-04
 1.95  1.293e-04
 2.05  6.980e-05
 2.15  3.507e-05
 2.25  1.735e-05
 2.35  4.235e-06
 2.45  3.385e-06
 2.55 -2.424e-06
 2.65  0.000e+00
 2.75  0.000e+00
 2.85  0.000e+00
 2.95  0.000e+00
