denom_pi: 7144 7345
denom_K: 1161 1196
denom_p: 657 671
denom_allcharges: 8962 9212
denom_allcharges_phi0: 812 846
denom_allcharges_phi45: 1516 1527
denom_allcharges_phi90: 654 739
dNdy_pi: 724.45
dNdy_K: 117.9
dNdy_p: 66.4
