denom_pi: 7142 7181
denom_K: 1146 1130
denom_p: 627 624
denom_allcharges: 8915 8935
denom_allcharges_phi0: 830 789
denom_allcharges_phi45: 1428 1463
denom_allcharges_phi90: 730 672
dNdy_pi: 716.15
dNdy_K: 113.8
dNdy_p: 62.55
