   5.00  0.000e+00  5.099e-04  7.289e-04  3.422e-04  0.000e+00 -1.027e-05  2.909e-04 -2.738e-05
  15.00 -6.844e-06  6.947e-04  5.338e-04  3.627e-04  6.844e-06  1.711e-05  2.738e-05  6.844e-06
  25.00  3.422e-06  4.894e-04  7.871e-04  3.833e-04 -3.422e-06 -4.449e-05 -2.053e-05 -4.106e-05
  35.00  0.000e+00  5.646e-04  5.817e-04  2.259e-04 -1.369e-05  1.711e-05  1.300e-04 -7.528e-05
  45.00 -1.369e-05  4.722e-04  5.612e-04  3.011e-04  0.000e+00  6.844e-05 -5.475e-05 -1.095e-04
  55.00  1.369e-05  4.620e-04  4.722e-04  3.833e-04 -6.844e-06  5.817e-05 -8.897e-05  0.000e+00
  65.00 -1.711e-05  5.441e-04  6.776e-04  4.106e-04  1.027e-05  3.080e-05 -4.791e-05 -1.369e-05
  75.00  0.000e+00  4.962e-04  6.776e-04  4.312e-04  0.000e+00  3.080e-05  7.528e-05  7.528e-05
  85.00 -3.422e-06  5.338e-04  7.392e-04  2.464e-04 -3.422e-06  9.582e-05  1.916e-04  5.475e-05
  95.00  3.080e-05  5.270e-04  5.954e-04  4.380e-04 -2.395e-05 -4.106e-05 -7.528e-05  4.106e-05
 105.00  2.395e-05  4.380e-04  4.996e-04  2.738e-04  3.422e-06  0.000e+00 -6.160e-05  1.369e-05
 115.00 -1.027e-05  5.715e-04  6.707e-04  4.859e-04  1.027e-05  7.186e-05  2.053e-04 -6.160e-05
 125.00  6.844e-06  5.030e-04  5.475e-04  4.175e-04 -2.053e-05 -5.817e-05 -4.106e-05  7.528e-05
 135.00  7.186e-05  4.996e-04  6.981e-04  4.038e-04  3.422e-06 -8.897e-05 -6.844e-05 -2.053e-05
 145.00 -2.395e-05  4.106e-04  7.392e-04  2.464e-04  4.449e-05 -6.844e-05 -4.106e-05 -1.506e-04
 155.00  5.133e-05  4.825e-04  6.844e-04  3.901e-04 -2.395e-05  6.502e-05 -1.369e-04 -6.844e-06
 165.00  5.475e-05  5.304e-04  6.091e-04  4.449e-04 -1.369e-05  6.502e-05  6.160e-05  2.669e-04
 175.00  1.540e-04  5.373e-04  4.312e-04  2.190e-04  6.502e-05  7.871e-05  2.259e-04  4.106e-05
 185.00  5.133e-05  4.483e-04  7.665e-04  2.738e-04  1.711e-05 -3.422e-06  4.106e-05 -4.106e-05
