denom_pi: 7160 7227
denom_K: 1166 1168
denom_p: 619 605
denom_allcharges: 8945 9000
denom_allcharges_phi0: 762 757
denom_allcharges_phi45: 1542 1504
denom_allcharges_phi90: 697 717
dNdy_pi: 719.35
dNdy_K: 116.7
dNdy_p: 61.2
