 0.05  1.183e-01
 0.15  1.235e-01
 0.25  1.316e-01
 0.35  1.435e-01
 0.45  1.550e-01
 0.55  1.640e-01
 0.65  1.720e-01
 0.75  1.774e-01
 0.85  1.795e-01
 0.95  1.787e-01
 1.05  1.752e-01
 1.15  1.722e-01
 1.25  1.661e-01
 1.35  1.607e-01
 1.45  1.536e-01
 1.55  1.459e-01
 1.65  1.392e-01
 1.75  1.312e-01
 1.85  1.218e-01
 1.95  1.117e-01
 2.05  9.664e-02
 2.15  7.715e-02
 2.25  5.680e-02
 2.35  4.140e-02
 2.45  3.050e-02
 2.55  2.326e-02
 2.65  1.796e-02
 2.75  1.403e-02
 2.85  1.115e-02
 2.95  8.639e-03
