denom_pi: 7311 7365
denom_K: 1153 1148
denom_p: 592 606
denom_allcharges: 9056 9119
denom_allcharges_phi0: 806 787
denom_allcharges_phi45: 1518 1531
denom_allcharges_phi90: 711 710
dNdy_pi: 733.8
dNdy_K: 115.05
dNdy_p: 59.9
