denom_pi: 3777 3752
denom_K: 783 767
denom_p: 265 278
denom_allcharges: 5583 5545
denom_allcharges_phi0: 486 497
denom_allcharges_phi45: 921 913
denom_allcharges_phi90: 424 443
dNdy_pi: 551.35
dNdy_K: 85.4
dNdy_p: 46.7
