denom_pi: 7316 7232
denom_K: 1277 1182
denom_p: 586 641
denom_allcharges: 9179 9055
denom_allcharges_phi0: 772 746
denom_allcharges_phi45: 1551 1506
denom_allcharges_phi90: 747 770
dNdy_pi: 727.4
dNdy_K: 122.95
dNdy_p: 61.35
