denom_pi: 7383 7241
denom_K: 1165 1185
denom_p: 554 624
denom_allcharges: 9102 9050
denom_allcharges_phi0: 791 805
denom_allcharges_phi45: 1459 1440
denom_allcharges_phi90: 713 675
dNdy_pi: 731.25
dNdy_K: 117.5
dNdy_p: 58.9
