denom_pi: 5028 4955
denom_K: 1130 1070
denom_p: 364 343
denom_allcharges: 7563 7386
denom_allcharges_phi0: 667 633
denom_allcharges_phi45: 1276 1219
denom_allcharges_phi90: 575 593
dNdy_pi: 727.2
dNdy_K: 119.45
dNdy_p: 60.2
