 5.00 -7.194e-08  3.667e-04  2.456e-04  2.987e-04
15.00 -1.962e-07  3.647e-04  2.436e-04  3.065e-04
25.00  2.346e-08  3.616e-04  2.425e-04  3.005e-04
35.00 -8.060e-08  3.611e-04  2.430e-04  3.035e-04
45.00  5.054e-07  3.587e-04  2.446e-04  3.012e-04
55.00  1.240e-07  3.565e-04  2.509e-04  3.061e-04
65.00  4.520e-07  3.575e-04  2.452e-04  3.050e-04
75.00  7.670e-07  3.550e-04  2.543e-04  2.994e-04
85.00  2.262e-06  3.544e-04  2.516e-04  3.035e-04
95.00  2.213e-06  3.479e-04  2.610e-04  3.069e-04
105.00  3.783e-06  3.464e-04  2.669e-04  3.085e-04
115.00  4.385e-06  3.446e-04  2.614e-04  3.126e-04
125.00  7.577e-06  3.407e-04  2.625e-04  3.115e-04
135.00  6.551e-06  3.368e-04  2.733e-04  3.102e-04
145.00  8.304e-06  3.276e-04  2.778e-04  3.100e-04
155.00  1.259e-05  3.247e-04  2.840e-04  3.146e-04
165.00  1.620e-05  3.219e-04  2.884e-04  3.165e-04
175.00  1.861e-05  3.188e-04  3.013e-04  3.231e-04
185.00  2.127e-05  3.100e-04  3.096e-04  3.239e-04
195.00  2.640e-05  3.075e-04  3.268e-04  3.215e-04
205.00  3.075e-05  3.003e-04  3.473e-04  3.180e-04
215.00  3.441e-05  2.944e-04  3.510e-04  3.178e-04
225.00  4.082e-05  2.878e-04  3.432e-04  3.236e-04
235.00  4.553e-05  2.824e-04  3.479e-04  3.212e-04
245.00  4.866e-05  2.791e-04  3.472e-04  3.223e-04
255.00  5.849e-05  2.717e-04  3.450e-04  3.248e-04
265.00  6.267e-05  2.644e-04  3.439e-04  3.291e-04
275.00  6.707e-05  2.608e-04  3.383e-04  3.204e-04
285.00  7.909e-05  2.530e-04  3.424e-04  3.202e-04
295.00  8.143e-05  2.472e-04  3.343e-04  3.206e-04
