Vol	T	Ntau	C_em^{-1}\sigma/T	Err(sys)	Err(sys+stat)
32x48	117.3	48	0.002898		0.001641	0.003536
24x40	140.7	40	0.06019			0.01088		0.04287
24x36	156.3	36	0.06201			0.01283		0.03062
32x32	175.9	32	0.06206			0.01005		0.02712
32x28	201	28	0.1107			0.01631		0.044
32x24	234.5	24	0.214			0.02082		0.04676
24x20	281.4	20	0.2615			0.01758		0.04371
32x16	351.8	16	0.3158			0.01519		0.06206
