denom_pi: 5.59473e+08
denom_K: 9.03809e+07
denom_p: 4.73368e+07
denom_allcharges: 6.97191e+08
denom_allcharges_phi0: 6.09962e+07
denom_allcharges_phi45: 1.15894e+08
denom_allcharges_phi90 5.54713e+07
