denom_pi: 7121 7170
denom_K: 1195 1186
denom_p: 564 616
denom_allcharges: 8880 8972
denom_allcharges_phi0: 758 805
denom_allcharges_phi45: 1447 1479
denom_allcharges_phi90: 713 724
dNdy_pi: 714.55
dNdy_K: 119.05
dNdy_p: 59
