denom_pi: 7400 7328
denom_K: 1240 1155
denom_p: 609 639
denom_allcharges: 9249 9122
denom_allcharges_phi0: 823 836
denom_allcharges_phi45: 1632 1524
denom_allcharges_phi90: 726 725
dNdy_pi: 736.4
dNdy_K: 119.75
dNdy_p: 62.4
