denom_pi: 7202 7182
denom_K: 1131 1155
denom_p: 598 631
denom_allcharges: 8931 8968
denom_allcharges_phi0: 738 809
denom_allcharges_phi45: 1512 1525
denom_allcharges_phi90: 761 719
dNdy_pi: 719.2
dNdy_K: 114.3
dNdy_p: 61.45
