denom_pi: 5.43983e+06
denom_K: 1.18341e+06
denom_p: 401586
denom_allcharges: 8.12586e+06
denom_allcharges_phi0: 736680
denom_allcharges_phi45: 1.34666e+06
denom_allcharges_phi90 624762
