denom_pi: 1.04784e+07
denom_K: 1.69505e+06
denom_p: 888586
denom_allcharges: 1.30621e+07
denom_allcharges_phi0: 1.14267e+06
denom_allcharges_phi45: 2.17172e+06
denom_allcharges_phi90 1.04079e+06
