denom_pi: 7382 7335
denom_K: 1199 1203
denom_p: 624 644
denom_allcharges: 9205 9182
denom_allcharges_phi0: 788 784
denom_allcharges_phi45: 1510 1532
denom_allcharges_phi90: 745 762
dNdy_pi: 735.85
dNdy_K: 120.1
dNdy_p: 63.4
