 0.05 -1.544e-02
 0.15  4.751e-03
 0.25  4.112e-02
 0.35 -5.603e-02
 0.45 -8.810e-03
 0.55 -1.423e-02
 0.65 -1.216e-02
 0.75  2.004e-02
 0.85 -2.310e-02
 0.95 -4.394e-03
 1.05  8.384e-03
 1.15 -1.763e-02
 1.25  6.448e-03
 1.35 -1.027e-02
 1.45 -1.947e-03
 1.55 -5.901e-03
 1.65 -4.036e-03
 1.75 -3.162e-03
 1.85  4.284e-03
 1.95 -1.831e-04
 2.05 -1.726e-04
 2.15 -2.052e-04
 2.25  2.871e-06
 2.35  0.000e+00
 2.45  0.000e+00
 2.55  0.000e+00
 2.65  0.000e+00
 2.75  0.000e+00
 2.85  0.000e+00
 2.95  0.000e+00
