   0.05  4.262e-01 -1.008e-02
   0.15  3.614e-01 -4.087e-02
   0.25  3.105e-01 -2.388e-02
   0.35  3.487e-01 -4.511e-02
   0.45  2.914e-01  3.238e-02
   0.55  3.009e-01  3.344e-02
   0.65  2.707e-01 -3.397e-02
   0.75  2.505e-01  4.777e-02
   0.85  1.725e-01 -3.715e-03
   0.95  2.171e-01 -3.556e-02
   1.05  2.123e-01 -6.369e-03
   1.15  1.852e-01 -1.433e-02
   1.25  1.385e-01  1.964e-02
   1.35  1.242e-01  1.061e-03
   1.45  1.337e-01 -2.972e-02
   1.55  1.024e-01 -3.344e-02
   1.65  1.141e-01 -5.838e-03
   1.75  9.129e-02 -6.369e-03
   1.85  7.908e-02 -1.539e-02
   1.95  6.157e-02 -9.553e-03
   2.05  2.972e-02 -2.548e-02
   2.15  3.131e-02  7.961e-03
   2.25  2.813e-02 -1.221e-02
   2.35  1.592e-02  3.184e-03
   2.45  1.221e-02 -2.654e-03
   2.55  5.307e-03 -4.246e-03
   2.65  1.061e-02 -7.430e-03
   2.75  3.715e-03 -3.715e-03
   2.85  1.539e-02 -1.592e-03
   2.95  8.492e-03 -4.246e-03
   3.05 -5.307e-04  1.592e-03
   3.15  2.654e-03 -3.715e-03
   3.25  3.184e-03 -2.123e-03
   3.35  2.123e-03  0.000e+00
   3.45 -1.592e-03 -5.307e-04
   3.55  4.777e-03  5.307e-04
   3.65  0.000e+00 -1.061e-03
   3.75  5.307e-04 -5.307e-04
   3.85  1.592e-03  5.307e-04
   3.95  5.307e-04  1.592e-03
   4.05  1.592e-03  5.307e-04
   4.15  2.123e-03  1.061e-03
   4.25  1.061e-03  2.123e-03
   4.35  5.307e-04 -5.307e-04
   4.45  2.123e-03  2.123e-03
   4.55 -5.307e-04 -5.307e-04
   4.65 -5.307e-04 -5.307e-04
   4.75  5.307e-04 -5.307e-04
   4.85  0.000e+00  0.000e+00
   4.95  5.307e-04 -5.307e-04
