-1.32632   0   0
-1.17895   0.0466061   0.00883816
-1.03158   0.0756659   0.00721085
-0.884211   0.0849816   0.00626385
-0.736842   0.0964513   0.00564373
-0.589474   0.0932824   0.00517707
-0.442105   0.111456   0.00479071
-0.294737   0.14671   0.00447288
-0.147368   0.166002   0.00421069
-1.38778e-17   0.148024   0.00564537
0.147368   0.166002   0.00421069
0.294737   0.14671   0.00447288
0.442105   0.111456   0.00479071
0.589474   0.0932824   0.00517707
0.736842   0.0964513   0.00564373
0.884211   0.0849816   0.00626385
1.03158   0.0756659   0.00721085
