   0.05  3.483e-01  3.483e-01
   0.15  3.124e-01  3.124e-01
   0.25  4.340e-01  4.340e-01
   0.35  4.063e-01  4.063e-01
   0.45  2.737e-01  2.737e-01
   0.55  3.124e-01  3.124e-01
   0.65  2.985e-01  2.985e-01
   0.75  2.184e-01  2.184e-01
   0.85  1.603e-01  1.603e-01
   0.95  1.216e-01  1.216e-01
   1.05  1.078e-01  1.078e-01
   1.15  5.252e-02  5.252e-02
   1.25  3.594e-02  3.594e-02
   1.35  8.293e-03  8.293e-03
   1.45  2.764e-03  2.764e-03
   1.55  0.000e+00  0.000e+00
   1.65  0.000e+00  0.000e+00
   1.75  0.000e+00  0.000e+00
   1.85  0.000e+00  0.000e+00
   1.95  0.000e+00  0.000e+00
   2.05  0.000e+00  0.000e+00
   2.15  0.000e+00  0.000e+00
   2.25  0.000e+00  0.000e+00
   2.35  0.000e+00  0.000e+00
   2.45  0.000e+00  0.000e+00
   2.55  0.000e+00  0.000e+00
   2.65  0.000e+00  0.000e+00
   2.75  0.000e+00  0.000e+00
   2.85  0.000e+00  0.000e+00
   2.95  0.000e+00  0.000e+00
