denom_pi: 1.37296e+07
denom_K: 2.9663e+06
denom_p: 1.0062e+06
denom_allcharges: 2.04957e+07
denom_allcharges_phi0: 1.81454e+06
denom_allcharges_phi45: 3.40547e+06
denom_allcharges_phi90 1.61172e+06
