denom_pi: 7313 7465
denom_K: 1152 1182
denom_p: 603 595
denom_allcharges: 9068 9242
denom_allcharges_phi0: 776 841
denom_allcharges_phi45: 1515 1542
denom_allcharges_phi90: 745 678
dNdy_pi: 738.9
dNdy_K: 116.7
dNdy_p: 59.9
