-173.57  3.586e-04 -7.065e-05
-160.71  3.865e-04 -1.026e-04
-147.86  4.104e-04 -8.545e-05
-135.00  4.141e-04 -7.502e-05
-122.14  5.844e-04 -7.704e-05
-109.29  5.470e-04 -9.622e-05
 -96.43  7.855e-04 -8.242e-05
 -83.57  9.194e-04 -4.407e-05
 -70.71  1.092e-03 -7.637e-05
 -57.86  1.561e-03 -1.433e-04
 -45.00  1.934e-03 -3.768e-05
 -32.14  2.310e-03 -7.132e-05
 -19.29  2.745e-03 -2.177e-04
  -6.43  2.959e-03 -4.474e-05
   6.43  2.937e-03 -8.377e-05
  19.29  2.590e-03 -3.223e-04
  32.14  2.203e-03 -3.600e-05
  45.00  1.801e-03 -1.611e-04
  57.86  1.488e-03 -7.569e-05
  70.71  1.176e-03 -1.379e-05
  83.57  9.191e-04 -7.670e-05
  96.43  8.585e-04 -6.056e-05
 109.29  5.716e-04 -8.713e-05
 122.14  5.245e-04 -9.655e-05
 135.00  4.330e-04 -1.918e-05
 147.86  4.754e-04 -6.291e-05
 160.71  4.010e-04 -7.334e-05
 173.57  3.310e-04 -8.007e-05
