 5.00 -9.750e-09  4.279e-04  3.437e-04  2.224e-04
15.00 -2.865e-07  4.235e-04  3.499e-04  2.287e-04
25.00 -7.283e-07  4.296e-04  3.546e-04  2.202e-04
35.00 -2.161e-06  4.242e-04  3.511e-04  2.212e-04
45.00 -3.015e-06  4.253e-04  3.539e-04  2.224e-04
55.00 -3.024e-06  4.192e-04  3.525e-04  2.213e-04
65.00 -4.902e-06  4.219e-04  3.561e-04  2.276e-04
75.00 -5.979e-06  4.213e-04  3.620e-04  2.322e-04
85.00 -7.864e-06  4.212e-04  3.578e-04  2.286e-04
95.00 -8.805e-06  4.170e-04  3.649e-04  2.321e-04
105.00 -1.013e-05  4.185e-04  3.606e-04  2.328e-04
115.00 -1.275e-05  4.196e-04  3.670e-04  2.347e-04
125.00 -1.362e-05  4.190e-04  3.612e-04  2.351e-04
135.00 -1.528e-05  4.170e-04  3.634e-04  2.371e-04
145.00 -1.746e-05  4.142e-04  3.731e-04  2.421e-04
155.00 -1.887e-05  4.110e-04  3.700e-04  2.475e-04
165.00 -2.027e-05  4.117e-04  3.779e-04  2.496e-04
175.00 -2.154e-05  4.070e-04  3.746e-04  2.556e-04
185.00 -2.067e-05  4.049e-04  3.794e-04  2.520e-04
195.00 -2.311e-05  4.029e-04  3.794e-04  2.631e-04
205.00 -2.120e-05  4.063e-04  3.791e-04  2.638e-04
215.00 -2.257e-05  4.007e-04  3.828e-04  2.660e-04
225.00 -2.063e-05  3.956e-04  3.884e-04  2.675e-04
235.00 -2.299e-05  4.007e-04  3.852e-04  2.683e-04
245.00 -2.021e-05  3.946e-04  3.875e-04  2.697e-04
255.00 -2.149e-05  3.942e-04  3.890e-04  2.793e-04
265.00 -1.902e-05  3.896e-04  3.860e-04  2.854e-04
275.00 -1.615e-05  3.845e-04  3.903e-04  2.817e-04
285.00 -1.673e-05  3.855e-04  3.949e-04  2.850e-04
295.00 -1.213e-05  3.823e-04  3.947e-04  2.837e-04
