denom_pi: 7347 7293
denom_K: 1139 1148
denom_p: 635 649
denom_allcharges: 9121 9090
denom_allcharges_phi0: 778 821
denom_allcharges_phi45: 1532 1537
denom_allcharges_phi90: 699 743
dNdy_pi: 732
dNdy_K: 114.35
dNdy_p: 64.2
