   0.05  6.875e-01  6.875e-01
   0.15  6.330e-01  6.330e-01
   0.25  5.701e-01  5.701e-01
   0.35  5.802e-01  5.802e-01
   0.45  4.783e-01  4.783e-01
   0.55  3.848e-01  3.848e-01
   0.65  2.972e-01  2.972e-01
   0.75  2.553e-01  2.553e-01
   0.85  1.664e-01  1.664e-01
   0.95  1.253e-01  1.253e-01
   1.05  9.684e-02  9.684e-02
   1.15  6.079e-02  6.079e-02
   1.25  2.473e-02  2.473e-02
   1.35  1.677e-02  1.677e-02
   1.45  9.642e-03  9.642e-03
   1.55  4.611e-03  4.611e-03
   1.65  1.677e-03  1.677e-03
   1.75  8.384e-04  8.384e-04
   1.85  8.384e-04  8.384e-04
   1.95  0.000e+00  0.000e+00
   2.05  8.384e-04  8.384e-04
   2.15  0.000e+00  0.000e+00
   2.25  0.000e+00  0.000e+00
   2.35  0.000e+00  0.000e+00
   2.45  0.000e+00  0.000e+00
   2.55  0.000e+00  0.000e+00
   2.65  0.000e+00  0.000e+00
   2.75  0.000e+00  0.000e+00
   2.85  0.000e+00  0.000e+00
   2.95  0.000e+00  0.000e+00
