   5.00  7.439e-06  1.379e-03  1.865e-03  1.861e-03 -4.251e-06 -8.820e-05  1.796e-04 -1.243e-04
  15.00  1.169e-05  1.334e-03  1.902e-03  1.713e-03 -8.502e-06 -8.874e-05  2.072e-05 -1.621e-04
  25.00  4.038e-05  1.210e-03  1.904e-03  1.711e-03  1.063e-06  1.116e-05 -1.828e-04 -5.154e-05
  35.00  1.270e-04  1.193e-03  2.154e-03  1.770e-03  1.222e-05 -7.492e-05 -1.137e-04  7.439e-05
  45.00  1.711e-04  1.225e-03  1.740e-03  1.716e-03 -1.594e-05  8.395e-05  5.314e-06 -9.458e-05
  55.00  2.588e-04  1.227e-03  1.684e-03  1.628e-03 -9.033e-06 -5.845e-05 -1.817e-04 -1.514e-04
  65.00  2.795e-04  1.224e-03  1.649e-03  1.470e-03  1.594e-05 -3.613e-05 -7.014e-05 -3.294e-05
  75.00  3.188e-04  1.135e-03  1.402e-03  1.371e-03 -8.502e-06 -8.183e-05 -1.817e-04  6.376e-05
  85.00  3.863e-04  9.830e-04  1.553e-03  1.488e-03  7.598e-05 -1.158e-04 -2.030e-04 -3.613e-05
  95.00  4.665e-04  9.809e-04  1.552e-03  1.380e-03 -2.869e-05 -5.951e-05 -4.888e-05 -1.594e-05
 105.00  5.664e-04  1.067e-03  1.388e-03  1.304e-03 -6.908e-05  0.000e+00 -1.297e-04 -1.004e-04
 115.00  5.696e-04  9.251e-04  1.266e-03  1.220e-03 -1.382e-05 -7.386e-05 -2.370e-04  2.125e-06
 125.00  6.206e-04  8.486e-04  1.233e-03  1.153e-03 -1.265e-04 -1.541e-05 -8.502e-06 -1.116e-05
 135.00  6.610e-04  8.029e-04  1.157e-03  1.137e-03 -4.782e-05 -5.154e-05  2.869e-05 -8.874e-05
 145.00  7.604e-04  7.593e-04  1.123e-03  1.047e-03 -2.604e-05 -3.135e-05  3.719e-05 -2.816e-05
 155.00  7.513e-04  7.104e-04  1.006e-03  9.548e-04 -5.845e-05 -3.348e-05 -1.137e-04  3.719e-06
 165.00  7.391e-04  6.302e-04  9.543e-04  8.645e-04 -2.604e-05 -4.251e-06 -6.376e-05 -5.792e-05
 175.00  7.896e-04  6.217e-04  9.362e-04  8.146e-04 -3.294e-05 -1.700e-05 -1.435e-04 -5.898e-05
