-173.57  4.211e-04 -1.078e-04
-160.71  3.235e-04 -9.154e-05
-147.86  4.455e-04 -7.120e-05
-135.00  5.350e-04 -1.973e-04
-122.14  5.309e-04 -1.119e-04
-109.29  5.126e-04 -7.730e-05
 -96.43  7.751e-04  7.120e-05
 -83.57  8.157e-04  1.892e-04
 -70.71  1.212e-03 -1.058e-04
 -57.86  1.324e-03  1.688e-04
 -45.00  1.833e-03  5.086e-05
 -32.14  2.502e-03 -4.475e-05
 -19.29  3.049e-03 -2.238e-05
  -6.43  2.944e-03  3.051e-05
   6.43  2.909e-03  8.951e-05
  19.29  2.547e-03 -1.790e-04
  32.14  2.400e-03 -9.358e-05
  45.00  1.981e-03 -8.137e-06
  57.86  1.475e-03 -5.899e-05
  70.71  1.290e-03 -1.587e-04
  83.57  1.058e-03  1.465e-04
  96.43  5.309e-04  5.493e-05
 109.29  6.794e-04  4.069e-05
 122.14  5.472e-04 -1.282e-04
 135.00  5.167e-04 -1.017e-04
 147.86  3.377e-04  4.069e-06
 160.71  4.353e-04 -1.180e-04
 173.57  4.130e-04 -6.306e-05
