 5.00  2.867e-08  4.197e-04  3.442e-04  2.271e-04
15.00  3.631e-08  4.204e-04  3.400e-04  2.271e-04
25.00 -8.836e-07  4.273e-04  3.531e-04  2.163e-04
35.00 -2.518e-06  4.225e-04  3.440e-04  2.198e-04
45.00 -3.130e-06  4.236e-04  3.492e-04  2.165e-04
55.00 -2.231e-06  4.138e-04  3.463e-04  2.217e-04
65.00 -5.141e-06  4.168e-04  3.562e-04  2.246e-04
75.00 -5.512e-06  4.161e-04  3.583e-04  2.335e-04
85.00 -7.854e-06  4.180e-04  3.553e-04  2.277e-04
95.00 -8.878e-06  4.151e-04  3.588e-04  2.352e-04
105.00 -1.066e-05  4.107e-04  3.580e-04  2.304e-04
115.00 -1.133e-05  4.162e-04  3.582e-04  2.364e-04
125.00 -1.172e-05  4.210e-04  3.627e-04  2.315e-04
135.00 -1.353e-05  4.080e-04  3.544e-04  2.279e-04
145.00 -1.875e-05  4.077e-04  3.707e-04  2.352e-04
155.00 -1.851e-05  4.034e-04  3.643e-04  2.537e-04
165.00 -1.892e-05  4.100e-04  3.774e-04  2.510e-04
175.00 -2.199e-05  4.030e-04  3.662e-04  2.450e-04
185.00 -1.931e-05  4.029e-04  3.740e-04  2.483e-04
195.00 -2.350e-05  3.949e-04  3.785e-04  2.585e-04
205.00 -2.252e-05  3.964e-04  3.726e-04  2.594e-04
215.00 -2.581e-05  4.000e-04  3.743e-04  2.579e-04
225.00 -2.517e-05  3.956e-04  3.844e-04  2.623e-04
235.00 -2.464e-05  3.975e-04  3.704e-04  2.607e-04
245.00 -2.168e-05  3.928e-04  3.777e-04  2.633e-04
255.00 -2.121e-05  3.896e-04  3.842e-04  2.734e-04
265.00 -2.232e-05  3.890e-04  3.794e-04  2.868e-04
275.00 -2.006e-05  3.825e-04  3.893e-04  2.731e-04
285.00 -1.883e-05  3.866e-04  3.931e-04  2.804e-04
295.00 -1.322e-05  3.814e-04  3.905e-04  2.834e-04
