denom_pi: 7301 7222
denom_K: 1120 1182
denom_p: 666 623
denom_allcharges: 9087 9027
denom_allcharges_phi0: 810 812
denom_allcharges_phi45: 1497 1484
denom_allcharges_phi90: 740 704
dNdy_pi: 726.2
dNdy_K: 115.1
dNdy_p: 64.45
