   0.05  2.279e-01 -1.605e-02
   0.15  2.379e-01 -6.826e-03
   0.25  1.998e-01 -3.118e-03
   0.35  1.891e-01 -1.162e-02
   0.45  1.779e-01 -9.638e-03
   0.55  1.588e-01  3.799e-03
   0.65  1.276e-01 -1.487e-03
   0.75  1.086e-01 -7.913e-03
   0.85  9.737e-02 -5.718e-03
   0.95  7.989e-02 -1.119e-02
   1.05  7.565e-02 -1.179e-02
   1.15  6.156e-02 -4.688e-03
   1.25  5.407e-02  2.192e-03
   1.35  3.931e-02 -7.680e-04
   1.45  3.731e-02  1.365e-03
   1.55  3.958e-02 -4.036e-03
   1.65  2.850e-02  1.248e-03
   1.75  2.859e-02  2.903e-04
   1.85  2.229e-02  1.324e-03
   1.95  2.259e-02  1.453e-03
   2.05  1.458e-02 -2.271e-03
   2.15  3.119e-03  1.996e-03
   2.25  2.495e-03  1.719e-03
   2.35  2.717e-03  2.355e-03
   2.45  3.035e-04 -9.784e-04
   2.55  2.124e-04 -1.141e-03
   2.65 -4.543e-04  3.905e-04
   2.75  1.063e-03 -1.512e-03
   2.85  1.596e-03  3.473e-04
   2.95  2.545e-04 -5.400e-04
   3.05  4.737e-04  1.160e-03
   3.15 -6.145e-05  6.598e-04
   3.25 -1.574e-04  2.473e-04
   3.35 -1.633e-04  2.780e-04
   3.45 -7.172e-04 -7.729e-05
   3.55  3.787e-05 -2.433e-04
   3.65 -5.442e-05 -2.750e-05
   3.75  6.301e-05 -6.666e-05
   3.85  2.059e-04  1.961e-04
   3.95 -1.544e-04 -3.150e-04
   4.05  4.225e-04 -1.871e-04
   4.15  2.011e-04  3.095e-05
   4.25  3.045e-04 -1.549e-04
   4.35  3.103e-04 -3.010e-06
   4.45  2.727e-04 -3.320e-04
   4.55  1.813e-04 -1.020e-04
   4.65  8.140e-05  1.739e-05
   4.75 -1.353e-05 -4.248e-05
   4.85 -7.285e-05 -6.174e-05
   4.95 -5.570e-05 -1.059e-05
