 0.05  8.413e-02
 0.15  7.894e-02
 0.25  6.980e-02
 0.35  5.781e-02
 0.45  4.498e-02
 0.55  3.216e-02
 0.65  1.956e-02
 0.75  8.676e-03
 0.85 -1.146e-03
 0.95 -8.832e-03
 1.05 -1.426e-02
 1.15 -1.839e-02
 1.25 -2.179e-02
 1.35 -2.387e-02
 1.45 -2.537e-02
 1.55 -2.594e-02
 1.65 -2.560e-02
 1.75 -2.502e-02
 1.85 -2.377e-02
 1.95 -2.188e-02
 2.05 -1.890e-02
 2.15 -1.429e-02
 2.25 -1.004e-02
 2.35 -7.159e-03
 2.45 -4.979e-03
 2.55 -3.711e-03
 2.65 -2.728e-03
 2.75 -2.080e-03
 2.85 -1.664e-03
 2.95 -1.300e-03
