denom_pi: 13181 13203
denom_K: 2792 2792
denom_p: 939 958
denom_allcharges: 19630 19699
denom_allcharges_phi0: 1798 1711
denom_allcharges_phi45: 3221 3318
denom_allcharges_phi90: 1505 1611
dNdy_pi: 1943.2
dNdy_K: 305.05
dNdy_p: 162.95
