denom_pi: 7176 7277
denom_K: 1177 1171
denom_p: 638 572
denom_allcharges: 8991 9020
denom_allcharges_phi0: 743 769
denom_allcharges_phi45: 1498 1511
denom_allcharges_phi90: 735 759
dNdy_pi: 722.65
dNdy_K: 117.4
dNdy_p: 60.5
