denom_pi: 7356 7337
denom_K: 1172 1173
denom_p: 619 626
denom_allcharges: 9147 9136
denom_allcharges_phi0: 780 827
denom_allcharges_phi45: 1578 1566
denom_allcharges_phi90: 708 682
dNdy_pi: 734.7
dNdy_K: 117.25
dNdy_p: 62.25
