 0.05  2.444e-02
 0.15  2.310e-02
 0.25  2.115e-02
 0.35  1.841e-02
 0.45  1.531e-02
 0.55  1.223e-02
 0.65  9.429e-03
 0.75  6.766e-03
 0.85  4.633e-03
 0.95  2.881e-03
 1.05  1.613e-03
 1.15  4.970e-04
 1.25 -1.070e-04
 1.35 -7.473e-04
 1.45 -1.133e-03
 1.55 -1.261e-03
 1.65 -1.397e-03
 1.75 -1.393e-03
 1.85 -1.365e-03
 1.95 -1.289e-03
 2.05  0.000e+00
 2.15  0.000e+00
 2.25  0.000e+00
 2.35  0.000e+00
 2.45  0.000e+00
 2.55  0.000e+00
 2.65  0.000e+00
 2.75  0.000e+00
 2.85  0.000e+00
 2.95  0.000e+00
