 5.00  9.286e-08  4.648e-05  4.753e-05  7.371e-05
15.00  7.214e-07  4.520e-05  4.858e-05  7.247e-05
25.00  1.914e-06  4.523e-05  4.792e-05  7.292e-05
35.00  3.314e-06  4.372e-05  4.776e-05  6.934e-05
45.00  5.353e-06  4.300e-05  4.662e-05  6.745e-05
55.00  7.732e-06  4.080e-05  4.279e-05  6.417e-05
65.00  1.016e-05  4.028e-05  4.237e-05  6.088e-05
75.00  1.241e-05  3.755e-05  3.890e-05  5.800e-05
85.00  1.430e-05  3.565e-05  3.775e-05  5.414e-05
95.00  1.626e-05  3.306e-05  3.481e-05  5.015e-05
105.00  1.798e-05  2.985e-05  3.524e-05  4.765e-05
115.00  1.866e-05  2.844e-05  3.289e-05  4.324e-05
125.00  1.956e-05  2.579e-05  3.133e-05  3.916e-05
135.00  2.049e-05  2.499e-05  2.863e-05  3.576e-05
145.00  2.107e-05  2.354e-05  2.770e-05  3.454e-05
155.00  2.114e-05  2.102e-05  2.673e-05  3.074e-05
165.00  1.980e-05  1.909e-05  2.388e-05  2.748e-05
175.00  2.066e-05  1.747e-05  2.232e-05  2.500e-05
185.00  2.000e-05  1.658e-05  2.160e-05  2.202e-05
195.00  1.933e-05  1.544e-05  2.122e-05  2.074e-05
205.00  1.951e-05  1.426e-05  2.032e-05  1.890e-05
215.00  1.760e-05  1.287e-05  2.009e-05  1.656e-05
225.00  1.836e-05  1.201e-05  1.930e-05  1.586e-05
235.00  1.678e-05  1.175e-05  1.738e-05  1.379e-05
245.00  1.654e-05  1.110e-05  1.737e-05  1.282e-05
255.00  1.556e-05  9.492e-06  1.738e-05  1.161e-05
265.00  1.425e-05  8.402e-06  1.738e-05  8.991e-06
275.00  1.427e-05  8.854e-06  1.561e-05  9.088e-06
285.00  1.347e-05  8.526e-06  1.627e-05  8.741e-06
295.00  1.429e-05  7.601e-06  1.410e-05  6.971e-06
