 5.00  9.486e-10  3.149e-04  1.671e-04  2.346e-04
15.00  1.004e-07  3.115e-04  1.670e-04  2.259e-04
25.00  2.744e-07  3.108e-04  1.673e-04  2.281e-04
35.00  5.805e-08  3.065e-04  1.654e-04  2.309e-04
45.00  1.093e-06  3.098e-04  1.667e-04  2.316e-04
55.00  1.775e-06  3.003e-04  1.656e-04  2.249e-04
65.00  1.178e-06  3.014e-04  1.605e-04  2.272e-04
75.00  2.610e-06  2.995e-04  1.660e-04  2.309e-04
85.00  3.890e-06  2.975e-04  1.618e-04  2.273e-04
95.00  3.885e-06  2.940e-04  1.710e-04  2.356e-04
105.00  5.802e-06  2.871e-04  1.633e-04  2.369e-04
115.00  7.041e-06  2.920e-04  1.652e-04  2.248e-04
125.00  7.531e-06  2.858e-04  1.675e-04  2.221e-04
135.00  9.580e-06  2.826e-04  1.688e-04  2.291e-04
145.00  9.697e-06  2.807e-04  1.681e-04  2.305e-04
155.00  1.238e-05  2.750e-04  1.697e-04  2.349e-04
165.00  1.690e-05  2.738e-04  1.751e-04  2.319e-04
175.00  1.530e-05  2.645e-04  1.772e-04  2.260e-04
185.00  1.538e-05  2.621e-04  1.698e-04  2.295e-04
195.00  1.708e-05  2.565e-04  1.750e-04  2.224e-04
205.00  2.018e-05  2.539e-04  1.687e-04  2.217e-04
215.00  2.498e-05  2.532e-04  1.697e-04  2.260e-04
225.00  2.270e-05  2.486e-04  1.697e-04  2.281e-04
235.00  2.822e-05  2.428e-04  1.703e-04  2.193e-04
245.00  2.960e-05  2.403e-04  1.781e-04  2.252e-04
255.00  3.392e-05  2.321e-04  1.784e-04  2.214e-04
265.00  3.412e-05  2.257e-04  1.752e-04  2.223e-04
275.00  3.463e-05  2.219e-04  1.743e-04  2.265e-04
285.00  3.927e-05  2.217e-04  1.761e-04  2.166e-04
295.00  4.521e-05  2.134e-04  1.745e-04  2.272e-04
