 0.05  4.686e-03
 0.15  8.916e-03
 0.25  1.944e-02
 0.35  3.058e-02
 0.45  4.032e-02
 0.55  5.102e-02
 0.65  5.995e-02
 0.75  6.277e-02
 0.85  6.626e-02
 0.95  6.727e-02
 1.05  6.600e-02
 1.15  6.415e-02
 1.25  6.221e-02
 1.35  5.937e-02
 1.45  5.574e-02
 1.55  5.208e-02
 1.65  4.870e-02
 1.75  4.473e-02
 1.85  4.033e-02
 1.95  3.595e-02
 2.05  2.999e-02
 2.15  2.157e-02
 2.25  1.384e-02
 2.35  8.424e-03
 2.45  5.507e-03
 2.55  3.440e-03
 2.65  2.451e-03
 2.75  1.594e-03
 2.85  1.168e-03
 2.95  8.554e-04
