denom_pi: 6.53009e+06
denom_K: 1.41479e+06
denom_p: 479604
denom_allcharges: 9.75479e+06
denom_allcharges_phi0: 868611
denom_allcharges_phi45: 1.61845e+06
denom_allcharges_phi90 764183
