denom_pi: 8.19624e+06
denom_K: 1.54546e+06
denom_p: 561224
denom_allcharges: 1.19225e+07
denom_allcharges_phi0: 1.05346e+06
denom_allcharges_phi45: 1.98276e+06
denom_allcharges_phi90 939459
