 0.05  1.166e-01
 0.15  1.059e-01
 0.25  8.882e-02
 0.35  6.689e-02
 0.45  4.461e-02
 0.55  2.212e-02
 0.65  4.663e-03
 0.75 -1.115e-02
 0.85 -2.195e-02
 0.95 -2.981e-02
 1.05 -3.428e-02
 1.15 -3.662e-02
 1.25 -3.705e-02
 1.35 -3.684e-02
 1.45 -3.507e-02
 1.55 -3.313e-02
 1.65 -3.103e-02
 1.75 -2.848e-02
 1.85 -2.604e-02
 1.95 -2.376e-02
 2.05  0.000e+00
 2.15  0.000e+00
 2.25  0.000e+00
 2.35  0.000e+00
 2.45  0.000e+00
 2.55  0.000e+00
 2.65  0.000e+00
 2.75  0.000e+00
 2.85  0.000e+00
 2.95  0.000e+00
